Location,Latitude,Longitude,Year,Magnitude
Unknown,22.307,93.594,1964,6.21
Unknown,24.905,92.167,1963,5.7
Unknown,25,92.031,1963,5.63
Unknown,35.613,96.993,1963,6.7
Unknown,31.885,78.781,1963,5.48
Unknown,13.286,93.076,1962,6.24
Unknown,26.334,96.917,1962,6.11
Unknown,13.503,93.276,1962,5.79
Unknown,26.099,96.999,1962,6.27
Unknown,6.714,92.51,1962,5.71
Unknown,13.382,93.362,1961,5.94
Unknown,33.344,95.252,1961,6.08
Unknown,7.946,93.124,1961,6.01
Unknown,34.029,81.974,1961,6.16
Unknown,8.729,93.945,1960,5.67
Unknown,8.016,93.111,1960,5.92
Unknown,32.441,95.857,1960,5.62
Unknown,26.488,90.297,1960,5.64
Unknown,29.411,81.158,1960,5.67
Unknown,7.384,94.235,1960,5.79
Unknown,16.046,95.832,1960,5.64
Unknown,6.395,94.638,1960,5.52
Unknown,6.418,94.756,1960,5.56
Unknown,21.544,92.426,1959,5.73
Unknown,25.086,96.127,1959,5.71
Unknown,26.147,90.19,1959,5.42
Unknown,33.068,68.183,1959,5.74
Unknown,33.218,92.72,1959,5.88
Unknown,27.604,96.459,1959,5.69
Unknown,29.926,79.9,1958,6.06
Unknown,11.3,92.24,1958,5.56
Unknown,30.44,84.54,1958,5.55
Unknown,30.472,84.553,1958,6.3
Unknown,25.22,96.194,1958,5.53
Unknown,34.751,71.094,1958,5.51
Unknown,33.04,68.239,1958,5.62
Unknown,23.515,93.842,1958,6.04
Unknown,30.622,84.133,1958,5.47
Unknown,11.853,92.777,1958,5.71
Unknown,25.648,96.802,1958,5.77
Unknown,24.31,93.894,1957,6.2
Unknown,14.212,95.745,1957,6.26
Unknown,14.226,95.657,1957,6.06
Unknown,30.841,84.297,1957,5.96
Unknown,30.521,84.348,1957,6.43
Unknown,23.38,94.122,1956,5.81
Unknown,26.611,96.208,1956,5.75
Unknown,6.97,94.442,1956,6.01
Unknown,33.969,69.487,1956,5.86
Unknown,33.997,69.667,1956,6.51
Unknown,27.974,95.211,1956,5.58
Unknown,23.278,70.107,1956,6
Unknown,22.178,95.781,1956,6.82
Unknown,25.03,90.853,1956,5.54
Unknown,29.65,69.945,1956,6.07
Unknown,23.375,94.218,1956,5.82
Unknown,23.419,93.968,1956,5.78
Unknown,23.302,94.276,1956,6.2
Unknown,8.002,94.133,1956,6.28
Unknown,29.845,90.189,1955,5.91
Unknown,21.819,92.656,1955,6.21
Unknown,30.836,71.012,1955,5.56
Unknown,23.98,95.843,1955,5.84
Unknown,30.675,86.43,1955,5.69
Unknown,8.179,94.171,1955,5.93
Unknown,32.294,78.506,1955,6.15
Unknown,6.828,93.869,1955,7.05
Unknown,27.051,96.927,1955,5.77
Unknown,29.671,90.166,1955,5.93
Unknown,34.6,73.194,1955,5.53
Unknown,33.136,82.579,1955,6.47
Unknown,28.169,83.825,1954,5.91
Unknown,33.954,69.723,1954,5.68
Unknown,9.944,92.859,1954,5.91
Unknown,27.672,91.605,1954,6.16
Unknown,31.151,85.743,1953,6.53
Unknown,32.116,82.786,1953,6.47
Unknown,32.258,82.892,1953,6.09
Unknown,29.824,97.262,1953,5.92
Unknown,28.168,82.333,1953,5.77
Unknown,33.252,72.675,1953,5.5
Unknown,31.049,96.874,1953,6.02
Unknown,30.495,96.712,1953,5.85
Unknown,29.529,81.382,1953,5.82
Unknown,29.25,69.927,1952,6.18
Unknown,29.682,86.506,1952,5.84
Unknown,30.251,69.613,1952,6.41
Unknown,31.464,87.446,1952,5.81
Unknown,30.308,91.957,1952,5.55
Unknown,30.762,69.822,1952,5.89
Unknown,34.345,91.861,1952,6.04
Unknown,28.138,93.905,1952,5.63
Unknown,30.648,91.601,1952,7.4
Unknown,31.373,90.918,1952,5.86
Unknown,30.367,91.759,1952,5.75
Unknown,30.891,91.651,1952,5.77
Unknown,28.4,94.488,1952,5.96
Unknown,26.621,95.068,1952,5.45
Unknown,34.036,83.842,1952,5.7
Unknown,30.492,91.776,1952,5.62
Unknown,29.879,90.768,1952,5.48
Unknown,29.434,95.924,1952,5.5
Unknown,33.978,93.795,1952,5.5
Unknown,31.244,90.784,1951,6.27
Unknown,30.974,90.774,1951,5.69
Unknown,30.441,91.232,1951,5.45
Unknown,30.477,91.451,1951,5.61
Unknown,30.409,91.135,1951,6.02
Unknown,31.056,91.261,1951,7.7
Unknown,30.908,91.498,1951,6.13
Unknown,32.977,75.88,1951,5.61
Unknown,31.539,95.312,1951,5.53
Unknown,28.619,96.529,1951,5.82
Unknown,35.361,82.051,1951,5.65
Unknown,28.925,86.685,1951,5.97
Unknown,30.06,69.985,1951,5.92
Unknown,28.842,94.575,1951,5.96
Unknown,28.28,93.861,1951,6.4
Unknown,25.949,90.575,1951,5.77
Unknown,30.731,97.391,1951,5.73
Unknown,30.843,97.363,1951,6.22
Unknown,30.634,97.487,1951,5.84
Unknown,27.99,94.668,1951,5.98
Unknown,28.661,95.427,1951,5.73
Unknown,23.854,91.844,1950,5.9
Unknown,32.735,87.974,1950,6.1
Unknown,8.23,91.712,1950,6.04
Unknown,28.767,95.686,1950,6.09
Unknown,25.382,96.895,1950,5.69
Unknown,27.233,94.807,1950,5.51
Unknown,30.353,97.396,1950,5.62
Unknown,33.173,95.851,1950,5.69
Unknown,26.095,96.81,1950,5.7
Unknown,27.419,95.354,1950,5.96
Unknown,28.22,95.457,1950,5.53
Unknown,28.55,94.401,1950,6.35
Unknown,33.197,76.24,1950,5.47
Unknown,27.161,97.508,1950,6.04
Unknown,28.873,94.409,1950,6.27
Unknown,32.44,93.962,1950,5.63
Unknown,27.605,95.133,1950,6.22
Unknown,28.615,94.158,1950,5.81
Unknown,29.711,96.731,1950,5.69
Unknown,29.758,96.753,1950,5.93
Unknown,29.585,95.226,1950,5.55
Unknown,29.688,95.302,1950,5.73
Unknown,28.61,95.33,1950,5.73
Unknown,29.183,94.6,1950,5.55
Unknown,27.233,94.965,1950,6.19
Unknown,28.249,96.672,1950,5.64
Unknown,28.504,96.476,1950,5.91
Unknown,27.048,97.02,1950,5.68
Unknown,29.207,95.019,1950,5.97
Unknown,26.992,97.171,1950,6.07
Unknown,28.97,94.584,1950,5.91
Unknown,29.932,95.511,1950,5.96
Unknown,33.039,91.483,1950,5.96
Unknown,27.186,97.157,1950,5.74
Unknown,29.473,95.062,1950,5.76
Unknown,29.723,96.557,1950,6.09
Unknown,29.196,95.881,1950,6.34
Unknown,29.622,94.774,1950,5.74
Unknown,34.13,80.883,1950,5.64
Unknown,28.427,94.844,1950,6.14
Unknown,26.859,96.968,1950,5.67
Unknown,26.886,97.217,1950,5.48
Unknown,28.716,95.963,1950,5.72
Unknown,27.492,92.802,1950,5.96
Unknown,28.18,94.968,1950,5.66
Unknown,29.063,94.866,1950,5.75
Unknown,28.38,95.894,1950,6.23
Unknown,28.665,96.746,1950,5.75
Unknown,28.498,95.131,1950,5.8
Unknown,25.343,92.944,1950,6.01
Unknown,27.337,96.777,1950,5.81
Unknown,28.52,95.731,1950,6.17
Unknown,28.363,96.445,1950,8.6
Unknown,27.223,90.817,1950,5.65
Unknown,31.072,88.945,1949,5.62
Unknown,35.261,74.499,1949,5.69
Unknown,11.687,95.012,1949,5.81
Unknown,30.143,68.958,1949,6.09
Unknown,31.12,79.447,1949,5.84
Unknown,26.308,94.856,1948,5.88
Unknown,22.664,94.15,1948,6.52
Unknown,32.797,84.07,1948,5.87
Unknown,6.266,94.834,1948,6.31
Unknown,30.518,78.475,1948,5.51
Unknown,29.704,68.742,1948,5.76
Unknown,35.931,80.917,1948,6.31
Unknown,24.855,96.779,1947,6.02
Unknown,23.436,94.979,1947,5.9
Unknown,31.182,80.013,1947,5.99
Unknown,28.484,93.628,1947,7.3
Unknown,32.79,76.136,1947,5.99
Unknown,23.919,94.536,1947,6.01
Unknown,31.572,85.157,1947,6.68
Unknown,24.159,96.393,1946,6.06
Unknown,34.403,80.453,1946,6.38
Unknown,34.024,87.351,1946,5.99
Unknown,23.532,95.705,1946,7.64
Unknown,24.104,95.575,1946,7.07
Unknown,19.799,92.401,1946,5.67
Unknown,35.007,89.085,1946,6.03
Unknown,20.154,94.477,1946,5.63
Unknown,29.168,83.145,1945,5.78
Unknown,11.71,92.226,1945,6.25
Unknown,32.529,76.19,1945,6.42
Unknown,6.905,94.091,1945,5.98
Unknown,30.271,80.118,1945,6.37
Unknown,24.712,91.349,1945,5.75
Unknown,31.416,82.792,1945,5.46
Unknown,24.731,92.583,1944,6.33
Unknown,31.629,83.239,1944,6.27
Unknown,31.008,83.16,1944,6.54
Unknown,31.255,83.096,1944,6.78
Unknown,12.308,92.827,1944,6.14
Unknown,15.406,94.017,1943,5.59
Unknown,32.283,70.13,1943,5.51
Unknown,31.765,69.673,1943,5.77
Unknown,26.705,93.829,1943,7.18
Unknown,27.187,91.403,1943,5.82
Unknown,35.956,72.735,1942,5.63
Unknown,13.184,92.945,1942,5.5
Unknown,30.308,96.142,1942,5.74
Unknown,17.855,95.888,1942,5.65
Unknown,29.88,69.953,1942,5.79
Unknown,6.103,94.262,1941,5.88
Unknown,12.506,93.163,1941,5.51
Unknown,27.114,91.984,1941,5.45
Unknown,12.954,92.761,1941,5.73
Unknown,8.619,93.78,1941,5.82
Unknown,12.2,92.706,1941,5.8
Unknown,32.834,85.77,1941,5.71
Unknown,11.995,92.792,1941,5.75
Unknown,11.732,93.537,1941,5.44
Unknown,12.085,93.026,1941,5.53
Unknown,12.08,92.557,1941,5.83
Unknown,11.917,91.98,1941,5.49
Unknown,12.666,93.093,1941,6.04
Unknown,12.084,92.65,1941,7.96
Unknown,26.681,93.087,1941,5.53
Unknown,6.875,73.646,1941,5.51
Unknown,28.305,96.887,1941,5.72
Unknown,26.699,91.875,1941,6.04
Unknown,27.169,91.794,1941,6.43
Unknown,34.079,78.011,1941,5.67
Unknown,6.851,94.074,1940,5.55
Unknown,23.717,70.366,1940,6.27
Unknown,30.851,91.658,1940,6.21
Unknown,8.182,93.724,1940,5.57
Unknown,33.855,90.87,1940,5.9
Unknown,30.885,91.384,1940,5.87
Unknown,30.49,91.568,1940,6.21
Unknown,34.721,90.748,1940,5.93
Unknown,11.194,94.191,1940,5.64
Unknown,23.409,94.295,1940,5.86
Unknown,32.593,93.861,1940,5.66
Unknown,8.836,94.095,1939,5.6
Unknown,11.649,94.804,1939,5.75
Unknown,6.669,93.397,1939,5.7
Unknown,23.327,93.252,1939,5.88
Unknown,24.414,94.051,1939,6.15
Unknown,6.304,95.863,1939,5.45
Unknown,33.208,90.357,1938,6.11
Unknown,30.341,68.389,1938,5.62
Unknown,29.889,95.138,1938,6.26
Unknown,9.579,94.245,1938,5.59
Unknown,9.544,93.732,1938,6.08
Unknown,9.049,93.466,1938,5.5
Unknown,9.409,93.746,1938,5.62
Unknown,6.652,78.164,1938,5.86
Unknown,32.227,92.421,1938,5.88
Unknown,22.723,93.912,1938,7.02
Unknown,24.213,94.242,1938,5.5
Unknown,21.526,75.687,1938,6.08
Unknown,11.291,91.584,1938,5.51
Unknown,27.999,91.203,1938,5.62
Unknown,27.603,87.098,1938,5.79
Unknown,33.766,96.867,1938,5.58
Unknown,29.378,80.742,1937,5.44
Unknown,34.726,78.238,1937,6.35
Unknown,34.701,72.944,1937,5.61
Unknown,30.913,78.228,1937,5.92
Unknown,25.209,94.324,1937,5.65
Unknown,25.957,96.731,1937,6.5
Unknown,29.749,90.551,1937,5.82
Unknown,29.652,81.237,1937,5.68
Unknown,29.784,81.436,1937,5.97
Unknown,26.057,93.461,1937,5.84
Unknown,6.554,94.296,1937,5.77
Unknown,28.386,91.947,1937,5.52
Unknown,35.492,97.994,1937,5.74
Unknown,35.399,97.98,1937,5.79
Unknown,35.331,97.761,1937,7.81
Unknown,31.017,86.228,1936,5.8
Unknown,27.901,86.263,1936,5.67
Unknown,28.847,68.306,1936,5.41
Unknown,26.26,96.784,1936,5.84
Unknown,26.454,90.103,1936,5.51
Unknown,28.378,83.32,1936,6.87
Unknown,26.245,96.904,1936,5.77
Unknown,35.563,69.611,1936,5.53
Unknown,10.116,92.735,1936,6.48
Unknown,23.594,96.364,1936,6.1
Unknown,30.899,88.982,1936,5.73
Unknown,28.263,86.73,1936,5.86
Unknown,30.919,91.841,1935,5.58
Unknown,35.347,90.737,1935,5.67
Unknown,29.062,89.459,1935,5.7
Unknown,24.175,94.376,1935,5.77
Unknown,13.203,95.659,1935,6.09
Unknown,24.261,89.647,1935,5.82
Unknown,29.621,79.672,1935,5.53
Unknown,29.822,80.371,1935,6.04
Unknown,35.779,70.541,1935,5.82
Unknown,30.768,88.344,1935,6.49
Unknown,31.337,89.129,1934,5.59
Unknown,31.177,89.124,1934,5.64
Unknown,31.128,89.297,1934,5.8
Unknown,31.162,89.157,1934,7.32
Unknown,30.76,88.713,1934,5.7
Unknown,33.449,82.238,1934,5.9
Unknown,32.812,92.732,1934,6.23
Unknown,25.173,94.922,1934,5.84
Unknown,7.389,93.847,1934,5.78
Unknown,27.275,86.941,1934,8
Unknown,19.411,96.463,1933,5.67
Unknown,6.866,96.833,1933,6.23
Unknown,25.651,90.365,1933,5.93
Unknown,8.656,94.04,1932,5.96
Unknown,26.449,91.649,1932,5.84
Unknown,7.992,93.56,1932,5.8
Unknown,25.621,96.821,1932,5.85
Unknown,24.064,91.887,1932,5.68
Unknown,25.474,92.542,1932,5.73
Unknown,33.47,80.672,1932,5.81
Unknown,25.539,96.118,1932,5.65
Unknown,28.425,68.852,1931,5.81
Unknown,18.598,96.573,1931,5.7
Unknown,30.859,68.21,1931,5.55
Unknown,29.887,68.435,1931,5.87
Unknown,29.988,68.039,1931,5.55
Unknown,29.988,68.11,1931,5.77
Unknown,29.514,68.06,1931,5.59
Unknown,18.506,96.655,1931,5.69
Unknown,7.652,94.161,1931,5.73
Unknown,32.779,83.647,1931,5.42
Unknown,23.555,97.342,1931,5.59
Unknown,30.166,83.942,1931,5.97
Unknown,33.033,69.609,1931,5.57
Unknown,25.212,96.764,1931,5.53
Unknown,25.513,96.912,1931,5.56
Unknown,23.83,97.842,1931,5.52
Unknown,12.88,95.07,1931,5.69
Unknown,25.008,96.546,1931,5.82
Unknown,25.263,96.773,1931,6.14
Unknown,24.409,90.609,1931,5.53
Unknown,25.895,97.045,1931,5.5
Unknown,25.872,96.764,1931,7.58
Unknown,9.092,94.026,1930,5.69
Unknown,22.107,97.423,1930,5.58
Unknown,18.17,96.336,1930,7.52
Unknown,32.981,96.572,1930,5.33
Unknown,24.908,93.862,1930,6.18
Unknown,35.155,81.186,1930,5.98
Unknown,7.194,93.368,1930,5.52
Unknown,26.697,90.481,1930,5.49
Unknown,23.885,93.169,1930,5.62
Unknown,25.531,90.278,1930,5.42
Unknown,25.536,90.035,1930,5.78
Unknown,25.807,90.168,1930,6.96
Unknown,25.179,72.897,1930,5.44
Unknown,17.733,96.406,1930,7.43
Unknown,19.304,95.858,1929,6.53
Unknown,9.757,92.872,1929,6.12
Unknown,12.733,95.505,1929,5.6
Unknown,29.942,95.101,1929,5.65
Unknown,24.746,97.583,1929,5.44
Unknown,31.218,77.292,1929,5.6
Unknown,29.752,69.039,1928,5.85
Unknown,29.72,69.058,1928,5.51
Unknown,34.874,72.493,1928,5.85
Unknown,27.53,68.075,1928,5.47
Unknown,28.934,70.409,1928,6.45
Unknown,26.564,95.866,1928,5.51
Unknown,32.436,72.317,1928,5.36
Unknown,6.06,95.744,1928,5.81
Unknown,26.692,95.096,1928,5.5
Unknown,12.115,92.773,1928,5.67
Unknown,29.662,80.686,1927,5.77
Unknown,14.798,88,1927,6.07
Unknown,34.896,75.085,1927,5.21
Unknown,23.446,81.894,1927,6.08
Unknown,29.951,69.532,1927,5.48
Unknown,7.253,93.775,1927,5.58
Unknown,24.219,94.676,1927,5.9
Unknown,24.843,93.834,1927,5.54
Unknown,30.422,70.31,1927,5.96
Unknown,24.94,96.62,1926,5.77
Unknown,24.366,92.822,1926,5.67
Unknown,24.765,94.282,1926,5.59
Unknown,35.383,78.707,1926,6.21
Unknown,35.406,78.564,1926,5.62
Unknown,29.598,80.826,1926,5.73
Unknown,11.336,92.638,1926,5.51
Unknown,34.153,88.851,1926,5.44
Unknown,34.689,89.415,1926,5.72
Unknown,34.77,89.616,1926,6.23
Unknown,14.725,92.278,1926,5.73
Unknown,26.561,96.428,1926,5.72
Unknown,35.263,69.886,1926,5.73
Unknown,33.027,90.317,1925,6.12
Unknown,10.961,92.821,1925,5.91
Unknown,10.771,92.132,1925,6.02
Unknown,30.875,89.597,1924,6.58
Unknown,30.223,90.654,1924,5.89
Unknown,29.012,70.033,1923,6.32
Unknown,24.969,90.752,1923,6.92
Unknown,22.882,93.467,1923,5.98
Unknown,12.194,95.707,1922,6.41
Unknown,30.579,90.377,1921,6.15
Unknown,22.384,90.659,1921,6.4
Unknown,7.401,93.638,1921,6.58
Unknown,35.45,80.56,1920,6.4
Unknown,35.92,90.442,1920,6.27
Unknown,31.138,70.25,1919,6.47
Unknown,18.197,91.021,1918,6.07
Unknown,28.558,81.883,1918,6.19
Unknown,24.656,90.801,1918,7.14
Unknown,12.487,93.373,1917,6.2
Unknown,33.336,77.958,1917,5.94
Unknown,24.435,94.19,1917,6.21
Unknown,7.024,93.481,1917,6.78
Unknown,29.527,80.671,1916,5.93
Unknown,9.349,93.609,1916,6.35
Unknown,29.45,80.623,1916,5.82
Unknown,29.67,80.684,1916,6.96
Unknown,35.586,78.171,1916,5.72
Unknown,27.844,91.752,1915,6.56
Unknown,7.475,91.516,1915,6.2
Unknown,34.002,96.592,1915,6.07
Unknown,34.049,96.766,1915,6.1
Unknown,32.158,69.523,1914,6.01
Unknown,11.428,93.604,1914,5.97
Unknown,32.313,76.037,1914,6.26
Unknown,25.438,96.356,1914,6.47
Unknown,30.201,81.929,1913,6.5
Unknown,32.811,87.368,1913,6.31
Unknown,35.808,72.982,1912,5.99
Unknown,21.031,96.859,1912,7.88
Unknown,30.993,80.336,1911,6.55
Unknown,26.72,97.117,1908,7.18
Unknown,31.209,87.679,1908,7.04
Unknown,6.542,93.118,1907,6.55
Unknown,26.832,97.246,1906,6.44
Unknown,20.335,95.216,1906,6.69
Unknown,14.224,93.087,1906,5.75
Unknown,26.228,94.522,1906,6.51
Unknown,31.894,76.112,1906,6.61
Unknown,32.597,76.916,1905,7.9
Unknown,23.689,97.17,1905,7.26
